"","profileID","respID","qID","altID","obsID","categoryRing","categoryBracelet","categoryCard","price","compatibilityAndroid","compatibilityBoth","capacity","range","choice"
"4789",93,267,1,1,1597,0,0,0,100,1,0,5,1,1
"4790",172,267,1,2,1597,0,0,1,25,0,1,3,3,0
"4791",212,267,1,3,1597,0,0,1,50,0,1,5,3,0
"4792",68,267,2,1,1598,0,0,1,50,0,1,3,1,0
"4793",225,267,2,2,1598,0,0,0,100,0,0,1,5,0
"4794",153,267,2,3,1598,0,0,0,100,0,0,3,3,1
"4795",198,267,3,1,1599,1,0,0,50,1,0,5,3,0
"4796",184,267,3,2,1599,0,0,1,25,0,0,5,3,0
"4797",219,267,3,3,1599,0,1,0,25,0,0,1,5,1
"4798",309,267,4,1,1600,0,0,0,100,1,0,5,5,0
"4799",279,267,4,2,1600,0,1,0,25,0,1,3,5,1
"4800",110,267,4,3,1600,1,0,0,25,0,0,1,3,0
"4801",225,267,5,1,1601,0,0,0,100,0,0,1,5,1
"4802",211,267,5,2,1601,0,1,0,50,0,1,5,3,0
"4803",105,267,5,3,1601,0,0,0,100,0,1,5,1,0
"4804",146,267,6,1,1602,1,0,0,25,0,0,3,3,1
"4805",74,267,6,2,1602,1,0,0,25,0,0,5,1,0
"4806",226,267,6,3,1602,1,0,0,100,0,0,1,5,0
"4807",135,268,1,1,1603,0,1,0,25,0,1,1,3,0
"4808",323,268,1,2,1603,0,1,0,100,0,1,5,5,1
"4809",237,268,1,3,1603,0,0,0,100,1,0,1,5,0
"4810",233,268,2,1,1604,0,0,0,50,1,0,1,5,1
"4811",105,268,2,2,1604,0,0,0,100,0,1,5,1,0
"4812",53,268,2,3,1604,0,0,0,50,1,0,3,1,0
"4813",257,268,3,1,1605,0,0,0,50,0,0,3,5,1
"4814",239,268,3,2,1605,0,1,0,100,1,0,1,5,0
"4815",101,268,3,3,1605,0,0,0,50,0,1,5,1,0
"4816",309,268,4,1,1606,0,0,0,100,1,0,5,5,1
"4817",8,268,4,2,1606,0,0,1,50,0,0,1,1,0
"4818",35,268,4,3,1606,0,1,0,100,0,1,1,1,0
"4819",247,268,5,1,1607,0,1,0,50,0,1,1,5,1
"4820",182,268,5,2,1607,1,0,0,25,0,0,5,3,0
"4821",261,268,5,3,1607,0,0,0,100,0,0,3,5,0
"4822",122,268,6,1,1608,1,0,0,25,1,0,1,3,0
"4823",4,268,6,2,1608,0,0,1,25,0,0,1,1,0
"4824",88,268,6,3,1608,0,0,1,25,1,0,5,1,1
"4825",126,269,1,1,1609,1,0,0,50,1,0,1,3,1
"4826",118,269,1,2,1609,1,0,0,100,0,0,1,3,0
"4827",119,269,1,3,1609,0,1,0,100,0,0,1,3,0
"4828",112,269,2,1,1610,0,0,1,25,0,0,1,3,0
"4829",282,269,2,2,1610,1,0,0,50,0,1,3,5,1
"4830",62,269,2,3,1610,1,0,0,25,0,1,3,1,0
"4831",259,269,3,1,1611,0,1,0,50,0,0,3,5,1
"4832",58,269,3,2,1611,1,0,0,100,1,0,3,1,0
"4833",102,269,3,3,1611,1,0,0,50,0,1,5,1,0
"4834",91,269,4,1,1612,0,1,0,50,1,0,5,1,0
"4835",68,269,4,2,1612,0,0,1,50,0,1,3,1,0
"4836",258,269,4,3,1612,1,0,0,50,0,0,3,5,1
"4837",95,269,5,1,1613,0,1,0,100,1,0,5,1,0
"4838",208,269,5,2,1613,0,0,1,25,0,1,5,3,0
"4839",305,269,5,3,1613,0,0,0,50,1,0,5,5,1
"4840",114,269,6,1,1614,1,0,0,50,0,0,1,3,0
"4841",298,269,6,2,1614,1,0,0,100,0,0,5,5,1
"4842",168,269,6,3,1614,0,0,1,100,1,0,3,3,0
"4843",205,270,1,1,1615,0,0,0,25,0,1,5,3,0
"4844",244,270,1,2,1615,0,0,1,25,0,1,1,5,1
"4845",134,270,1,3,1615,1,0,0,25,0,1,1,3,0
"4846",270,270,2,1,1616,1,0,0,50,1,0,3,5,0
"4847",107,270,2,2,1616,0,1,0,100,0,1,5,1,1
"4848",57,270,2,3,1616,0,0,0,100,1,0,3,1,0
"4849",92,270,3,1,1617,0,0,1,50,1,0,5,1,0
"4850",242,270,3,2,1617,1,0,0,25,0,1,1,5,0
"4851",178,270,3,3,1617,1,0,0,100,0,1,3,3,1
"4852",45,270,4,1,1618,0,0,0,100,0,0,3,1,0
"4853",312,270,4,2,1618,0,0,1,100,1,0,5,5,1
"4854",230,270,4,3,1618,1,0,0,25,1,0,1,5,0
"4855",305,270,5,1,1619,0,0,0,50,1,0,5,5,0
"4856",321,270,5,2,1619,0,0,0,100,0,1,5,5,0
"4857",238,270,5,3,1619,1,0,0,100,1,0,1,5,1
"4858",321,270,6,1,1620,0,0,0,100,0,1,5,5,0
"4859",272,270,6,2,1620,0,0,1,50,1,0,3,5,1
"4860",128,270,6,3,1620,0,0,1,50,1,0,1,3,0
"4861",157,271,1,1,1621,0,0,0,25,1,0,3,3,1
"4862",138,271,1,2,1621,1,0,0,50,0,1,1,3,0
"4863",8,271,1,3,1621,0,0,1,50,0,0,1,1,0
"4864",157,271,2,1,1622,0,0,0,25,1,0,3,3,0
"4865",232,271,2,2,1622,0,0,1,25,1,0,1,5,0
"4866",47,271,2,3,1622,0,1,0,100,0,0,3,1,1
"4867",7,271,3,1,1623,0,1,0,50,0,0,1,1,0
"4868",150,271,3,2,1623,1,0,0,50,0,0,3,3,0
"4869",163,271,3,3,1623,0,1,0,50,1,0,3,3,1
"4870",268,271,4,1,1624,0,0,1,25,1,0,3,5,1
"4871",274,271,4,2,1624,1,0,0,100,1,0,3,5,0
"4872",153,271,4,3,1624,0,0,0,100,0,0,3,3,0
"4873",311,271,5,1,1625,0,1,0,100,1,0,5,5,0
"4874",179,271,5,2,1625,0,1,0,100,0,1,3,3,1
"4875",142,271,5,3,1625,1,0,0,100,0,1,1,3,0
"4876",250,271,6,1,1626,1,0,0,100,0,1,1,5,0
"4877",170,271,6,2,1626,1,0,0,25,0,1,3,3,0
"4878",30,271,6,3,1626,1,0,0,50,0,1,1,1,1
"4879",176,272,1,1,1627,0,0,1,50,0,1,3,3,1
"4880",299,272,1,2,1627,0,1,0,100,0,0,5,5,0
"4881",203,272,1,3,1627,0,1,0,100,1,0,5,3,0
"4882",197,272,2,1,1628,0,0,0,50,1,0,5,3,0
"4883",176,272,2,2,1628,0,0,1,50,0,1,3,3,1
"4884",12,272,2,3,1628,0,0,1,100,0,0,1,1,0
"4885",300,272,3,1,1629,0,0,1,100,0,0,5,5,0
"4886",142,272,3,2,1629,1,0,0,100,0,1,1,3,1
"4887",147,272,3,3,1629,0,1,0,25,0,0,3,3,0
"4888",123,272,4,1,1630,0,1,0,25,1,0,1,3,0
"4889",39,272,4,2,1630,0,1,0,25,0,0,3,1,1
"4890",121,272,4,3,1630,0,0,0,25,1,0,1,3,0
"4891",49,272,5,1,1631,0,0,0,25,1,0,3,1,0
"4892",297,272,5,2,1631,0,0,0,100,0,0,5,5,0
"4893",146,272,5,3,1631,1,0,0,25,0,0,3,3,1
"4894",186,272,6,1,1632,1,0,0,50,0,0,5,3,0
"4895",308,272,6,2,1632,0,0,1,50,1,0,5,5,1
"4896",249,272,6,3,1632,0,0,0,100,0,1,1,5,0
"4897",154,273,1,1,1633,1,0,0,100,0,0,3,3,1
"4898",144,273,1,2,1633,0,0,1,100,0,1,1,3,0
"4899",64,273,1,3,1633,0,0,1,25,0,1,3,1,0
"4900",200,273,2,1,1634,0,0,1,50,1,0,5,3,0
"4901",10,273,2,2,1634,1,0,0,100,0,0,1,1,1
"4902",293,273,2,3,1634,0,0,0,50,0,0,5,5,0
"4903",30,273,3,1,1635,1,0,0,50,0,1,1,1,0
"4904",217,273,3,2,1635,0,0,0,25,0,0,1,5,0
"4905",222,273,3,3,1635,1,0,0,50,0,0,1,5,1
"4906",21,273,4,1,1636,0,0,0,100,1,0,1,1,0
"4907",166,273,4,2,1636,1,0,0,100,1,0,3,3,1
"4908",106,273,4,3,1636,1,0,0,100,0,1,5,1,0
"4909",45,273,5,1,1637,0,0,0,100,0,0,3,1,1
"4910",54,273,5,2,1637,1,0,0,50,1,0,3,1,0
"4911",155,273,5,3,1637,0,1,0,100,0,0,3,3,0
"4912",274,273,6,1,1638,1,0,0,100,1,0,3,5,1
"4913",258,273,6,2,1638,1,0,0,50,0,0,3,5,0
"4914",129,273,6,3,1638,0,0,0,100,1,0,1,3,0
"4915",241,274,1,1,1639,0,0,0,25,0,1,1,5,1
"4916",145,274,1,2,1639,0,0,0,25,0,0,3,3,0
"4917",46,274,1,3,1639,1,0,0,100,0,0,3,1,0
"4918",36,274,2,1,1640,0,0,1,100,0,1,1,1,0
"4919",2,274,2,2,1640,1,0,0,25,0,0,1,1,0
"4920",117,274,2,3,1640,0,0,0,100,0,0,1,3,1
"4921",217,274,3,1,1641,0,0,0,25,0,0,1,5,0
"4922",258,274,3,2,1641,1,0,0,50,0,0,3,5,0
"4923",7,274,3,3,1641,0,1,0,50,0,0,1,1,1
"4924",124,274,4,1,1642,0,0,1,25,1,0,1,3,1
"4925",225,274,4,2,1642,0,0,0,100,0,0,1,5,0
"4926",263,274,4,3,1642,0,1,0,100,0,0,3,5,0
"4927",74,274,5,1,1643,1,0,0,25,0,0,5,1,0
"4928",60,274,5,2,1643,0,0,1,100,1,0,3,1,1
"4929",179,274,5,3,1643,0,1,0,100,0,1,3,3,0
"4930",245,274,6,1,1644,0,0,0,50,0,1,1,5,1
"4931",46,274,6,2,1644,1,0,0,100,0,0,3,1,0
"4932",314,274,6,3,1644,1,0,0,25,0,1,5,5,0
"4933",13,275,1,1,1645,0,0,0,25,1,0,1,1,1
"4934",77,275,1,2,1645,0,0,0,50,0,0,5,1,0
"4935",212,275,1,3,1645,0,0,1,50,0,1,5,3,0
"4936",5,275,2,1,1646,0,0,0,50,0,0,1,1,1
"4937",129,275,2,2,1646,0,0,0,100,1,0,1,3,0
"4938",155,275,2,3,1646,0,1,0,100,0,0,3,3,0
"4939",100,275,3,1,1647,0,0,1,25,0,1,5,1,0
"4940",61,275,3,2,1647,0,0,0,25,0,1,3,1,0
"4941",175,275,3,3,1647,0,1,0,50,0,1,3,3,1
"4942",232,275,4,1,1648,0,0,1,25,1,0,1,5,1
"4943",230,275,4,2,1648,1,0,0,25,1,0,1,5,0
"4944",240,275,4,3,1648,0,0,1,100,1,0,1,5,0
"4945",258,275,5,1,1649,1,0,0,50,0,0,3,5,0
"4946",120,275,5,2,1649,0,0,1,100,0,0,1,3,0
"4947",157,275,5,3,1649,0,0,0,25,1,0,3,3,1
"4948",130,275,6,1,1650,1,0,0,100,1,0,1,3,1
"4949",103,275,6,2,1650,0,1,0,50,0,1,5,1,0
"4950",39,275,6,3,1650,0,1,0,25,0,0,3,1,0
"4951",51,276,1,1,1651,0,1,0,25,1,0,3,1,0
"4952",145,276,1,2,1651,0,0,0,25,0,0,3,3,1
"4953",247,276,1,3,1651,0,1,0,50,0,1,1,5,0
"4954",152,276,2,1,1652,0,0,1,50,0,0,3,3,1
"4955",296,276,2,2,1652,0,0,1,50,0,0,5,5,0
"4956",73,276,2,3,1652,0,0,0,25,0,0,5,1,0
"4957",181,276,3,1,1653,0,0,0,25,0,0,5,3,1
"4958",321,276,3,2,1653,0,0,0,100,0,1,5,5,0
"4959",304,276,3,3,1653,0,0,1,25,1,0,5,5,0
"4960",315,276,4,1,1654,0,1,0,25,0,1,5,5,0
"4961",286,276,4,2,1654,1,0,0,100,0,1,3,5,1
"4962",216,276,4,3,1654,0,0,1,100,0,1,5,3,0
"4963",305,276,5,1,1655,0,0,0,50,1,0,5,5,0
"4964",140,276,5,2,1655,0,0,1,50,0,1,1,3,0
"4965",90,276,5,3,1655,1,0,0,50,1,0,5,1,1
"4966",290,276,6,1,1656,1,0,0,25,0,0,5,5,0
"4967",116,276,6,2,1656,0,0,1,50,0,0,1,3,1
"4968",115,276,6,3,1656,0,1,0,50,0,0,1,3,0
"4969",54,277,1,1,1657,1,0,0,50,1,0,3,1,0
"4970",295,277,1,2,1657,0,1,0,50,0,0,5,5,0
"4971",169,277,1,3,1657,0,0,0,25,0,1,3,3,1
"4972",151,277,2,1,1658,0,1,0,50,0,0,3,3,0
"4973",267,277,2,2,1658,0,1,0,25,1,0,3,5,1
"4974",132,277,2,3,1658,0,0,1,100,1,0,1,3,0
"4975",208,277,3,1,1659,0,0,1,25,0,1,5,3,1
"4976",267,277,3,2,1659,0,1,0,25,1,0,3,5,0
"4977",122,277,3,3,1659,1,0,0,25,1,0,1,3,0
"4978",321,277,4,1,1660,0,0,0,100,0,1,5,5,0
"4979",30,277,4,2,1660,1,0,0,50,0,1,1,1,1
"4980",112,277,4,3,1660,0,0,1,25,0,0,1,3,0
"4981",309,277,5,1,1661,0,0,0,100,1,0,5,5,0
"4982",121,277,5,2,1661,0,0,0,25,1,0,1,3,0
"4983",85,277,5,3,1661,0,0,0,25,1,0,5,1,1
"4984",98,277,6,1,1662,1,0,0,25,0,1,5,1,0
"4985",17,277,6,2,1662,0,0,0,50,1,0,1,1,0
"4986",218,277,6,3,1662,1,0,0,25,0,0,1,5,1
"4987",225,278,1,1,1663,0,0,0,100,0,0,1,5,0
"4988",154,278,1,2,1663,1,0,0,100,0,0,3,3,0
"4989",137,278,1,3,1663,0,0,0,50,0,1,1,3,1
"4990",315,278,2,1,1664,0,1,0,25,0,1,5,5,0
"4991",254,278,2,2,1664,1,0,0,25,0,0,3,5,0
"4992",283,278,2,3,1664,0,1,0,50,0,1,3,5,1
"4993",324,278,3,1,1665,0,0,1,100,0,1,5,5,0
"4994",305,278,3,2,1665,0,0,0,50,1,0,5,5,1
"4995",143,278,3,3,1665,0,1,0,100,0,1,1,3,0
"4996",194,278,4,1,1666,1,0,0,25,1,0,5,3,1
"4997",135,278,4,2,1666,0,1,0,25,0,1,1,3,0
"4998",304,278,4,3,1666,0,0,1,25,1,0,5,5,0
"4999",277,278,5,1,1667,0,0,0,25,0,1,3,5,0
"5000",310,278,5,2,1667,1,0,0,100,1,0,5,5,0
"5001",5,278,5,3,1667,0,0,0,50,0,0,1,1,1
"5002",117,278,6,1,1668,0,0,0,100,0,0,1,3,0
"5003",100,278,6,2,1668,0,0,1,25,0,1,5,1,0
"5004",59,278,6,3,1668,0,1,0,100,1,0,3,1,1
"5005",151,279,1,1,1669,0,1,0,50,0,0,3,3,0
"5006",304,279,1,2,1669,0,0,1,25,1,0,5,5,1
"5007",309,279,1,3,1669,0,0,0,100,1,0,5,5,0
"5008",219,279,2,1,1670,0,1,0,25,0,0,1,5,0
"5009",213,279,2,2,1670,0,0,0,100,0,1,5,3,1
"5010",9,279,2,3,1670,0,0,0,100,0,0,1,1,0
"5011",314,279,3,1,1671,1,0,0,25,0,1,5,5,0
"5012",163,279,3,2,1671,0,1,0,50,1,0,3,3,0
"5013",270,279,3,3,1671,1,0,0,50,1,0,3,5,1
"5014",95,279,4,1,1672,0,1,0,100,1,0,5,1,0
"5015",104,279,4,2,1672,0,0,1,50,0,1,5,1,0
"5016",163,279,4,3,1672,0,1,0,50,1,0,3,3,1
"5017",306,279,5,1,1673,1,0,0,50,1,0,5,5,1
"5018",187,279,5,2,1673,0,1,0,50,0,0,5,3,0
"5019",149,279,5,3,1673,0,0,0,50,0,0,3,3,0
"5020",154,279,6,1,1674,1,0,0,100,0,0,3,3,0
"5021",61,279,6,2,1674,0,0,0,25,0,1,3,1,1
"5022",12,279,6,3,1674,0,0,1,100,0,0,1,1,0
"5023",172,280,1,1,1675,0,0,1,25,0,1,3,3,1
"5024",154,280,1,2,1675,1,0,0,100,0,0,3,3,0
"5025",216,280,1,3,1675,0,0,1,100,0,1,5,3,0
"5026",124,280,2,1,1676,0,0,1,25,1,0,1,3,1
"5027",222,280,2,2,1676,1,0,0,50,0,0,1,5,0
"5028",155,280,2,3,1676,0,1,0,100,0,0,3,3,0
"5029",192,280,3,1,1677,0,0,1,100,0,0,5,3,0
"5030",118,280,3,2,1677,1,0,0,100,0,0,1,3,0
"5031",185,280,3,3,1677,0,0,0,50,0,0,5,3,1
"5032",229,280,4,1,1678,0,0,0,25,1,0,1,5,0
"5033",16,280,4,2,1678,0,0,1,25,1,0,1,1,1
"5034",130,280,4,3,1678,1,0,0,100,1,0,1,3,0
"5035",92,280,5,1,1679,0,0,1,50,1,0,5,1,0
"5036",278,280,5,2,1679,1,0,0,25,0,1,3,5,1
"5037",13,280,5,3,1679,0,0,0,25,1,0,1,1,0
"5038",120,280,6,1,1680,0,0,1,100,0,0,1,3,0
"5039",80,280,6,2,1680,0,0,1,50,0,0,5,1,0
"5040",242,280,6,3,1680,1,0,0,25,0,1,1,5,1
"5041",25,281,1,1,1681,0,0,0,25,0,1,1,1,0
"5042",318,281,1,2,1681,1,0,0,50,0,1,5,5,1
"5043",89,281,1,3,1681,0,0,0,50,1,0,5,1,0
"5044",321,281,2,1,1682,0,0,0,100,0,1,5,5,0
"5045",103,281,2,2,1682,0,1,0,50,0,1,5,1,0
"5046",182,281,2,3,1682,1,0,0,25,0,0,5,3,1
"5047",287,281,3,1,1683,0,1,0,100,0,1,3,5,1
"5048",278,281,3,2,1683,1,0,0,25,0,1,3,5,0
"5049",183,281,3,3,1683,0,1,0,25,0,0,5,3,0
"5050",274,281,4,1,1684,1,0,0,100,1,0,3,5,0
"5051",201,281,4,2,1684,0,0,0,100,1,0,5,3,1
"5052",239,281,4,3,1684,0,1,0,100,1,0,1,5,0
"5053",81,281,5,1,1685,0,0,0,100,0,0,5,1,0
"5054",155,281,5,2,1685,0,1,0,100,0,0,3,3,1
"5055",113,281,5,3,1685,0,0,0,50,0,0,1,3,0
"5056",14,281,6,1,1686,1,0,0,25,1,0,1,1,0
"5057",158,281,6,2,1686,1,0,0,25,1,0,3,3,0
"5058",82,281,6,3,1686,1,0,0,100,0,0,5,1,1
"5059",289,282,1,1,1687,0,0,0,25,0,0,5,5,0
"5060",157,282,1,2,1687,0,0,0,25,1,0,3,3,0
"5061",187,282,1,3,1687,0,1,0,50,0,0,5,3,1
"5062",94,282,2,1,1688,1,0,0,100,1,0,5,1,0
"5063",257,282,2,2,1688,0,0,0,50,0,0,3,5,1
"5064",195,282,2,3,1688,0,1,0,25,1,0,5,3,0
"5065",86,282,3,1,1689,1,0,0,25,1,0,5,1,0
"5066",173,282,3,2,1689,0,0,0,50,0,1,3,3,0
"5067",306,282,3,3,1689,1,0,0,50,1,0,5,5,1
"5068",240,282,4,1,1690,0,0,1,100,1,0,1,5,0
"5069",69,282,4,2,1690,0,0,0,100,0,1,3,1,0
"5070",112,282,4,3,1690,0,0,1,25,0,0,1,3,1
"5071",271,282,5,1,1691,0,1,0,50,1,0,3,5,0
"5072",310,282,5,2,1691,1,0,0,100,1,0,5,5,1
"5073",114,282,5,3,1691,1,0,0,50,0,0,1,3,0
"5074",281,282,6,1,1692,0,0,0,50,0,1,3,5,1
"5075",16,282,6,2,1692,0,0,1,25,1,0,1,1,0
"5076",65,282,6,3,1692,0,0,0,50,0,1,3,1,0
"5077",255,283,1,1,1693,0,1,0,25,0,0,3,5,0
"5078",82,283,1,2,1693,1,0,0,100,0,0,5,1,1
"5079",286,283,1,3,1693,1,0,0,100,0,1,3,5,0
"5080",287,283,2,1,1694,0,1,0,100,0,1,3,5,0
"5081",294,283,2,2,1694,1,0,0,50,0,0,5,5,1
"5082",8,283,2,3,1694,0,0,1,50,0,0,1,1,0
"5083",182,283,3,1,1695,1,0,0,25,0,0,5,3,0
"5084",124,283,3,2,1695,0,0,1,25,1,0,1,3,0
"5085",96,283,3,3,1695,0,0,1,100,1,0,5,1,1
"5086",316,283,4,1,1696,0,0,1,25,0,1,5,5,1
"5087",7,283,4,2,1696,0,1,0,50,0,0,1,1,0
"5088",68,283,4,3,1696,0,0,1,50,0,1,3,1,0
"5089",194,283,5,1,1697,1,0,0,25,1,0,5,3,1
"5090",206,283,5,2,1697,1,0,0,25,0,1,5,3,0
"5091",11,283,5,3,1697,0,1,0,100,0,0,1,1,0
"5092",202,283,6,1,1698,1,0,0,100,1,0,5,3,1
"5093",314,283,6,2,1698,1,0,0,25,0,1,5,5,0
"5094",215,283,6,3,1698,0,1,0,100,0,1,5,3,0
"5095",62,284,1,1,1699,1,0,0,25,0,1,3,1,0
"5096",58,284,1,2,1699,1,0,0,100,1,0,3,1,0
"5097",224,284,1,3,1699,0,0,1,50,0,0,1,5,1
"5098",153,284,2,1,1700,0,0,0,100,0,0,3,3,0
"5099",148,284,2,2,1700,0,0,1,25,0,0,3,3,1
"5100",209,284,2,3,1700,0,0,0,50,0,1,5,3,0
"5101",153,284,3,1,1701,0,0,0,100,0,0,3,3,1
"5102",100,284,3,2,1701,0,0,1,25,0,1,5,1,0
"5103",198,284,3,3,1701,1,0,0,50,1,0,5,3,0
"5104",271,284,4,1,1702,0,1,0,50,1,0,3,5,0
"5105",12,284,4,2,1702,0,0,1,100,0,0,1,1,1
"5106",307,284,4,3,1702,0,1,0,50,1,0,5,5,0
"5107",305,284,5,1,1703,0,0,0,50,1,0,5,5,0
"5108",115,284,5,2,1703,0,1,0,50,0,0,1,3,0
"5109",90,284,5,3,1703,1,0,0,50,1,0,5,1,1
"5110",259,284,6,1,1704,0,1,0,50,0,0,3,5,0
"5111",308,284,6,2,1704,0,0,1,50,1,0,5,5,0
"5112",115,284,6,3,1704,0,1,0,50,0,0,1,3,1
"5113",86,285,1,1,1705,1,0,0,25,1,0,5,1,0
"5114",177,285,1,2,1705,0,0,0,100,0,1,3,3,1
"5115",64,285,1,3,1705,0,0,1,25,0,1,3,1,0
"5116",15,285,2,1,1706,0,1,0,25,1,0,1,1,0
"5117",99,285,2,2,1706,0,1,0,25,0,1,5,1,1
"5118",323,285,2,3,1706,0,1,0,100,0,1,5,5,0
"5119",131,285,3,1,1707,0,1,0,100,1,0,1,3,0
"5120",281,285,3,2,1707,0,0,0,50,0,1,3,5,0
"5121",239,285,3,3,1707,0,1,0,100,1,0,1,5,1
"5122",140,285,4,1,1708,0,0,1,50,0,1,1,3,0
"5123",61,285,4,2,1708,0,0,0,25,0,1,3,1,0
"5124",306,285,4,3,1708,1,0,0,50,1,0,5,5,1
"5125",99,285,5,1,1709,0,1,0,25,0,1,5,1,0
"5126",187,285,5,2,1709,0,1,0,50,0,0,5,3,0
"5127",316,285,5,3,1709,0,0,1,25,0,1,5,5,1
"5128",119,285,6,1,1710,0,1,0,100,0,0,1,3,1
"5129",215,285,6,2,1710,0,1,0,100,0,1,5,3,0
"5130",197,285,6,3,1710,0,0,0,50,1,0,5,3,0
"5131",122,286,1,1,1711,1,0,0,25,1,0,1,3,0
"5132",146,286,1,2,1711,1,0,0,25,0,0,3,3,1
"5133",96,286,1,3,1711,0,0,1,100,1,0,5,1,0
"5134",129,286,2,1,1712,0,0,0,100,1,0,1,3,1
"5135",29,286,2,2,1712,0,0,0,50,0,1,1,1,0
"5136",110,286,2,3,1712,1,0,0,25,0,0,1,3,0
"5137",111,286,3,1,1713,0,1,0,25,0,0,1,3,1
"5138",312,286,3,2,1713,0,0,1,100,1,0,5,5,0
"5139",306,286,3,3,1713,1,0,0,50,1,0,5,5,0
"5140",188,286,4,1,1714,0,0,1,50,0,0,5,3,0
"5141",292,286,4,2,1714,0,0,1,25,0,0,5,5,1
"5142",143,286,4,3,1714,0,1,0,100,0,1,1,3,0
"5143",42,286,5,1,1715,1,0,0,50,0,0,3,1,0
"5144",230,286,5,2,1715,1,0,0,25,1,0,1,5,1
"5145",212,286,5,3,1715,0,0,1,50,0,1,5,3,0
"5146",204,286,6,1,1716,0,0,1,100,1,0,5,3,0
"5147",176,286,6,2,1716,0,0,1,50,0,1,3,3,1
"5148",221,286,6,3,1716,0,0,0,50,0,0,1,5,0
"5149",213,287,1,1,1717,0,0,0,100,0,1,5,3,0
"5150",139,287,1,2,1717,0,1,0,50,0,1,1,3,1
"5151",204,287,1,3,1717,0,0,1,100,1,0,5,3,0
"5152",42,287,2,1,1718,1,0,0,50,0,0,3,1,1
"5153",29,287,2,2,1718,0,0,0,50,0,1,1,1,0
"5154",152,287,2,3,1718,0,0,1,50,0,0,3,3,0
"5155",129,287,3,1,1719,0,0,0,100,1,0,1,3,1
"5156",197,287,3,2,1719,0,0,0,50,1,0,5,3,0
"5157",102,287,3,3,1719,1,0,0,50,0,1,5,1,0
"5158",64,287,4,1,1720,0,0,1,25,0,1,3,1,1
"5159",244,287,4,2,1720,0,0,1,25,0,1,1,5,0
"5160",128,287,4,3,1720,0,0,1,50,1,0,1,3,0
"5161",295,287,5,1,1721,0,1,0,50,0,0,5,5,1
"5162",137,287,5,2,1721,0,0,0,50,0,1,1,3,0
"5163",204,287,5,3,1721,0,0,1,100,1,0,5,3,0
"5164",92,287,6,1,1722,0,0,1,50,1,0,5,1,0
"5165",287,287,6,2,1722,0,1,0,100,0,1,3,5,0
"5166",238,287,6,3,1722,1,0,0,100,1,0,1,5,1
"5167",134,288,1,1,1723,1,0,0,25,0,1,1,3,1
"5168",259,288,1,2,1723,0,1,0,50,0,0,3,5,0
"5169",232,288,1,3,1723,0,0,1,25,1,0,1,5,0
"5170",147,288,2,1,1724,0,1,0,25,0,0,3,3,0
"5171",170,288,2,2,1724,1,0,0,25,0,1,3,3,1
"5172",320,288,2,3,1724,0,0,1,50,0,1,5,5,0
"5173",126,288,3,1,1725,1,0,0,50,1,0,1,3,0
"5174",286,288,3,2,1725,1,0,0,100,0,1,3,5,0
"5175",311,288,3,3,1725,0,1,0,100,1,0,5,5,1
"5176",190,288,4,1,1726,1,0,0,100,0,0,5,3,0
"5177",224,288,4,2,1726,0,0,1,50,0,0,1,5,0
"5178",193,288,4,3,1726,0,0,0,25,1,0,5,3,1
"5179",44,288,5,1,1727,0,0,1,50,0,0,3,1,1
"5180",6,288,5,2,1727,1,0,0,50,0,0,1,1,0
"5181",189,288,5,3,1727,0,0,0,100,0,0,5,3,0
"5182",93,288,6,1,1728,0,0,0,100,1,0,5,1,1
"5183",72,288,6,2,1728,0,0,1,100,0,1,3,1,0
"5184",56,288,6,3,1728,0,0,1,50,1,0,3,1,0
"5185",313,289,1,1,1729,0,0,0,25,0,1,5,5,0
"5186",98,289,1,2,1729,1,0,0,25,0,1,5,1,0
"5187",121,289,1,3,1729,0,0,0,25,1,0,1,3,1
"5188",118,289,2,1,1730,1,0,0,100,0,0,1,3,0
"5189",314,289,2,2,1730,1,0,0,25,0,1,5,5,0
"5190",12,289,2,3,1730,0,0,1,100,0,0,1,1,1
"5191",118,289,3,1,1731,1,0,0,100,0,0,1,3,0
"5192",310,289,3,2,1731,1,0,0,100,1,0,5,5,0
"5193",230,289,3,3,1731,1,0,0,25,1,0,1,5,1
"5194",263,289,4,1,1732,0,1,0,100,0,0,3,5,0
"5195",116,289,4,2,1732,0,0,1,50,0,0,1,3,0
"5196",37,289,4,3,1732,0,0,0,25,0,0,3,1,1
"5197",92,289,5,1,1733,0,0,1,50,1,0,5,1,1
"5198",184,289,5,2,1733,0,0,1,25,0,0,5,3,0
"5199",264,289,5,3,1733,0,0,1,100,0,0,3,5,0
"5200",31,289,6,1,1734,0,1,0,50,0,1,1,1,0
"5201",247,289,6,2,1734,0,1,0,50,0,1,1,5,1
"5202",187,289,6,3,1734,0,1,0,50,0,0,5,3,0
"5203",64,290,1,1,1735,0,0,1,25,0,1,3,1,1
"5204",184,290,1,2,1735,0,0,1,25,0,0,5,3,0
"5205",304,290,1,3,1735,0,0,1,25,1,0,5,5,0
"5206",69,290,2,1,1736,0,0,0,100,0,1,3,1,0
"5207",97,290,2,2,1736,0,0,0,25,0,1,5,1,0
"5208",179,290,2,3,1736,0,1,0,100,0,1,3,3,1
"5209",193,290,3,1,1737,0,0,0,25,1,0,5,3,0
"5210",42,290,3,2,1737,1,0,0,50,0,0,3,1,0
