profileID,respID,qID,altID,obsID,type,price,compatability,capacity,range,image
270,291,4,1,1744,Ring,50,Android,3,5,Ring.jpg
81,291,4,2,1744,Implant,100,iOS,5,1,Implant.jpg
57,291,4,3,1744,Implant,100,Android,3,1,Implant.jpg
303,291,5,1,1745,Bracelet,25,Android,5,5,Bracelet.jpg
101,291,5,2,1745,Implant,50,Both,5,1,Implant.jpg
26,291,5,3,1745,Ring,25,Both,1,1,Ring.jpg
175,291,6,1,1746,Bracelet,50,Both,3,3,Bracelet.jpg
299,291,6,2,1746,Bracelet,100,iOS,5,5,Bracelet.jpg
287,291,6,3,1746,Bracelet,100,Both,3,5,Bracelet.jpg
311,292,1,1,1747,Bracelet,100,Android,5,5,Bracelet.jpg
4,292,1,2,1747,Card,25,iOS,1,1,Card.jpg
122,292,1,3,1747,Ring,25,Android,1,3,Ring.jpg
175,292,2,1,1748,Bracelet,50,Both,3,3,Bracelet.jpg
53,292,2,2,1748,Implant,50,Android,3,1,Implant.jpg
50,292,2,3,1748,Ring,25,Android,3,1,Ring.jpg
106,292,3,1,1749,Ring,100,Both,5,1,Ring.jpg
233,292,3,2,1749,Implant,50,Android,1,5,Implant.jpg
217,292,3,3,1749,Implant,25,iOS,1,5,Implant.jpg
106,292,4,1,1750,Ring,100,Both,5,1,Ring.jpg
291,292,4,2,1750,Bracelet,25,iOS,5,5,Bracelet.jpg
125,292,4,3,1750,Implant,50,Android,1,3,Implant.jpg
264,292,5,1,1751,Card,100,iOS,3,5,Card.jpg
164,292,5,2,1751,Card,50,Android,3,3,Card.jpg
284,292,5,3,1751,Card,50,Both,3,5,Card.jpg
66,292,6,1,1752,Ring,50,Both,3,1,Ring.jpg
80,292,6,2,1752,Card,50,iOS,5,1,Card.jpg
224,292,6,3,1752,Card,50,iOS,1,5,Card.jpg
132,293,1,1,1753,Card,100,Android,1,3,Card.jpg
171,293,1,2,1753,Bracelet,25,Both,3,3,Bracelet.jpg
94,293,1,3,1753,Ring,100,Android,5,1,Ring.jpg
220,293,2,1,1754,Card,25,iOS,1,5,Card.jpg
31,293,2,2,1754,Bracelet,50,Both,1,1,Bracelet.jpg
178,293,2,3,1754,Ring,100,Both,3,3,Ring.jpg
145,293,3,1,1755,Implant,25,iOS,3,3,Implant.jpg
228,293,3,2,1755,Card,100,iOS,1,5,Card.jpg
37,293,3,3,1755,Implant,25,iOS,3,1,Implant.jpg
241,293,4,1,1756,Implant,25,Both,1,5,Implant.jpg
154,293,4,2,1756,Ring,100,iOS,3,3,Ring.jpg
313,293,4,3,1756,Implant,25,Both,5,5,Implant.jpg
201,293,5,1,1757,Implant,100,Android,5,3,Implant.jpg
309,293,5,2,1757,Implant,100,Android,5,5,Implant.jpg
233,293,5,3,1757,Implant,50,Android,1,5,Implant.jpg
304,293,6,1,1758,Card,25,Android,5,5,Card.jpg
303,293,6,2,1758,Bracelet,25,Android,5,5,Bracelet.jpg
309,293,6,3,1758,Implant,100,Android,5,5,Implant.jpg
198,294,1,1,1759,Ring,50,Android,5,3,Ring.jpg
103,294,1,2,1759,Bracelet,50,Both,5,1,Bracelet.jpg
168,294,1,3,1759,Card,100,Android,3,3,Card.jpg
117,294,2,1,1760,Implant,100,iOS,1,3,Implant.jpg
26,294,2,2,1760,Ring,25,Both,1,1,Ring.jpg
114,294,2,3,1760,Ring,50,iOS,1,3,Ring.jpg
44,294,3,1,1761,Card,50,iOS,3,1,Card.jpg
4,294,3,2,1761,Card,25,iOS,1,1,Card.jpg
72,294,3,3,1761,Card,100,Both,3,1,Card.jpg
159,294,4,1,1762,Bracelet,25,Android,3,3,Bracelet.jpg
180,294,4,2,1762,Card,100,Both,3,3,Card.jpg
208,294,4,3,1762,Card,25,Both,5,3,Card.jpg
244,294,5,1,1763,Card,25,Both,1,5,Card.jpg
301,294,5,2,1763,Implant,25,Android,5,5,Implant.jpg
149,294,5,3,1763,Implant,50,iOS,3,3,Implant.jpg
221,294,6,1,1764,Implant,50,iOS,1,5,Implant.jpg
29,294,6,2,1764,Implant,50,Both,1,1,Implant.jpg
225,294,6,3,1764,Implant,100,iOS,1,5,Implant.jpg
292,295,1,1,1765,Card,25,iOS,5,5,Card.jpg
170,295,1,2,1765,Ring,25,Both,3,3,Ring.jpg
128,295,1,3,1765,Card,50,Android,1,3,Card.jpg
262,295,2,1,1766,Ring,100,iOS,3,5,Ring.jpg
296,295,2,2,1766,Card,50,iOS,5,5,Card.jpg
80,295,2,3,1766,Card,50,iOS,5,1,Card.jpg
320,295,3,1,1767,Card,50,Both,5,5,Card.jpg
117,295,3,2,1767,Implant,100,iOS,1,3,Implant.jpg
113,295,3,3,1767,Implant,50,iOS,1,3,Implant.jpg
75,295,4,1,1768,Bracelet,25,iOS,5,1,Bracelet.jpg
259,295,4,2,1768,Bracelet,50,iOS,3,5,Bracelet.jpg
46,295,4,3,1768,Ring,100,iOS,3,1,Ring.jpg
110,295,5,1,1769,Ring,25,iOS,1,3,Ring.jpg
317,295,5,2,1769,Implant,50,Both,5,5,Implant.jpg
74,295,5,3,1769,Ring,25,iOS,5,1,Ring.jpg
162,295,6,1,1770,Ring,50,Android,3,3,Ring.jpg
18,295,6,2,1770,Ring,50,Android,1,1,Ring.jpg
112,295,6,3,1770,Card,25,iOS,1,3,Card.jpg
312,296,1,1,1771,Card,100,Android,5,5,Card.jpg
41,296,1,2,1771,Implant,50,iOS,3,1,Implant.jpg
216,296,1,3,1771,Card,100,Both,5,3,Card.jpg
2,296,2,1,1772,Ring,25,iOS,1,1,Ring.jpg
137,296,2,2,1772,Implant,50,Both,1,3,Implant.jpg
79,296,2,3,1772,Bracelet,50,iOS,5,1,Bracelet.jpg
176,296,3,1,1773,Card,50,Both,3,3,Card.jpg
292,296,3,2,1773,Card,25,iOS,5,5,Card.jpg
67,296,3,3,1773,Bracelet,50,Both,3,1,Bracelet.jpg
61,296,4,1,1774,Implant,25,Both,3,1,Implant.jpg
211,296,4,2,1774,Bracelet,50,Both,5,3,Bracelet.jpg
54,296,4,3,1774,Ring,50,Android,3,1,Ring.jpg
57,296,5,1,1775,Implant,100,Android,3,1,Implant.jpg
279,296,5,2,1775,Bracelet,25,Both,3,5,Bracelet.jpg
8,296,5,3,1775,Card,50,iOS,1,1,Card.jpg
84,296,6,1,1776,Card,100,iOS,5,1,Card.jpg
7,296,6,2,1776,Bracelet,50,iOS,1,1,Bracelet.jpg
33,296,6,3,1776,Implant,100,Both,1,1,Implant.jpg
68,297,1,1,1777,Card,50,Both,3,1,Card.jpg
148,297,1,2,1777,Card,25,iOS,3,3,Card.jpg
299,297,1,3,1777,Bracelet,100,iOS,5,5,Bracelet.jpg
246,297,2,1,1778,Ring,50,Both,1,5,Ring.jpg
46,297,2,2,1778,Ring,100,iOS,3,1,Ring.jpg
186,297,2,3,1778,Ring,50,iOS,5,3,Ring.jpg
300,297,3,1,1779,Card,100,iOS,5,5,Card.jpg
130,297,3,2,1779,Ring,100,Android,1,3,Ring.jpg
135,297,3,3,1779,Bracelet,25,Both,1,3,Bracelet.jpg
64,297,4,1,1780,Card,25,Both,3,1,Card.jpg
276,297,4,2,1780,Card,100,Android,3,5,Card.jpg
225,297,4,3,1780,Implant,100,iOS,1,5,Implant.jpg
125,297,5,1,1781,Implant,50,Android,1,3,Implant.jpg
239,297,5,2,1781,Bracelet,100,Android,1,5,Bracelet.jpg
320,297,5,3,1781,Card,50,Both,5,5,Card.jpg
264,297,6,1,1782,Card,100,iOS,3,5,Card.jpg
182,297,6,2,1782,Ring,25,iOS,5,3,Ring.jpg
185,297,6,3,1782,Implant,50,iOS,5,3,Implant.jpg
273,298,1,1,1783,Implant,100,Android,3,5,Implant.jpg
195,298,1,2,1783,Bracelet,25,Android,5,3,Bracelet.jpg
65,298,1,3,1783,Implant,50,Both,3,1,Implant.jpg
323,298,2,1,1784,Bracelet,100,Both,5,5,Bracelet.jpg
252,298,2,2,1784,Card,100,Both,1,5,Card.jpg
100,298,2,3,1784,Card,25,Both,5,1,Card.jpg
201,298,3,1,1785,Implant,100,Android,5,3,Implant.jpg
148,298,3,2,1785,Card,25,iOS,3,3,Card.jpg
43,298,3,3,1785,Bracelet,50,iOS,3,1,Bracelet.jpg
278,298,4,1,1786,Ring,25,Both,3,5,Ring.jpg
98,298,4,2,1786,Ring,25,Both,5,1,Ring.jpg
192,298,4,3,1786,Card,100,iOS,5,3,Card.jpg
322,298,5,1,1787,Ring,100,Both,5,5,Ring.jpg
136,298,5,2,1787,Card,25,Both,1,3,Card.jpg
306,298,5,3,1787,Ring,50,Android,5,5,Ring.jpg
108,298,6,1,1788,Card,100,Both,5,1,Card.jpg
177,298,6,2,1788,Implant,100,Both,3,3,Implant.jpg
274,298,6,3,1788,Ring,100,Android,3,5,Ring.jpg
188,299,1,1,1789,Card,50,iOS,5,3,Card.jpg
130,299,1,2,1789,Ring,100,Android,1,3,Ring.jpg
129,299,1,3,1789,Implant,100,Android,1,3,Implant.jpg
76,299,2,1,1790,Card,25,iOS,5,1,Card.jpg
84,299,2,2,1790,Card,100,iOS,5,1,Card.jpg
87,299,2,3,1790,Bracelet,25,Android,5,1,Bracelet.jpg
179,299,3,1,1791,Bracelet,100,Both,3,3,Bracelet.jpg
17,299,3,2,1791,Implant,50,Android,1,1,Implant.jpg
66,299,3,3,1791,Ring,50,Both,3,1,Ring.jpg
217,299,4,1,1792,Implant,25,iOS,1,5,Implant.jpg
20,299,4,2,1792,Card,50,Android,1,1,Card.jpg
166,299,4,3,1792,Ring,100,Android,3,3,Ring.jpg
316,299,5,1,1793,Card,25,Both,5,5,Card.jpg
89,299,5,2,1793,Implant,50,Android,5,1,Implant.jpg
290,299,5,3,1793,Ring,25,iOS,5,5,Ring.jpg
266,299,6,1,1794,Ring,25,Android,3,5,Ring.jpg
38,299,6,2,1794,Ring,25,iOS,3,1,Ring.jpg
104,299,6,3,1794,Card,50,Both,5,1,Card.jpg
79,300,1,1,1795,Bracelet,50,iOS,5,1,Bracelet.jpg
286,300,1,2,1795,Ring,100,Both,3,5,Ring.jpg
198,300,1,3,1795,Ring,50,Android,5,3,Ring.jpg
228,300,2,1,1796,Card,100,iOS,1,5,Card.jpg
128,300,2,2,1796,Card,50,Android,1,3,Card.jpg
223,300,2,3,1796,Bracelet,50,iOS,1,5,Bracelet.jpg
297,300,3,1,1797,Implant,100,iOS,5,5,Implant.jpg
180,300,3,2,1797,Card,100,Both,3,3,Card.jpg
260,300,3,3,1797,Card,50,iOS,3,5,Card.jpg
142,300,4,1,1798,Ring,100,Both,1,3,Ring.jpg
186,300,4,2,1798,Ring,50,iOS,5,3,Ring.jpg
151,300,4,3,1798,Bracelet,50,iOS,3,3,Bracelet.jpg
277,300,5,1,1799,Implant,25,Both,3,5,Implant.jpg
46,300,5,2,1799,Ring,100,iOS,3,1,Ring.jpg
59,300,5,3,1799,Bracelet,100,Android,3,1,Bracelet.jpg
196,300,6,1,1800,Card,25,Android,5,3,Card.jpg
27,300,6,2,1800,Bracelet,25,Both,1,1,Bracelet.jpg
123,300,6,3,1800,Bracelet,25,Android,1,3,Bracelet.jpg
177,301,1,1,1801,Implant,100,Both,3,3,Implant.jpg
240,301,1,2,1801,Card,100,Android,1,5,Card.jpg
236,301,1,3,1801,Card,50,Android,1,5,Card.jpg
134,301,2,1,1802,Ring,25,Both,1,3,Ring.jpg
227,301,2,2,1802,Bracelet,100,iOS,1,5,Bracelet.jpg
43,301,2,3,1802,Bracelet,50,iOS,3,1,Bracelet.jpg
10,301,3,1,1803,Ring,100,iOS,1,1,Ring.jpg
169,301,3,2,1803,Implant,25,Both,3,3,Implant.jpg
109,301,3,3,1803,Implant,25,iOS,1,3,Implant.jpg
53,301,4,1,1804,Implant,50,Android,3,1,Implant.jpg
115,301,4,2,1804,Bracelet,50,iOS,1,3,Bracelet.jpg
27,301,4,3,1804,Bracelet,25,Both,1,1,Bracelet.jpg
192,301,5,1,1805,Card,100,iOS,5,3,Card.jpg
25,301,5,2,1805,Implant,25,Both,1,1,Implant.jpg
40,301,5,3,1805,Card,25,iOS,3,1,Card.jpg
131,301,6,1,1806,Bracelet,100,Android,1,3,Bracelet.jpg
199,301,6,2,1806,Bracelet,50,Android,5,3,Bracelet.jpg
294,301,6,3,1806,Ring,50,iOS,5,5,Ring.jpg
282,302,1,1,1807,Ring,50,Both,3,5,Ring.jpg
65,302,1,2,1807,Implant,50,Both,3,1,Implant.jpg
293,302,1,3,1807,Implant,50,iOS,5,5,Implant.jpg
86,302,2,1,1808,Ring,25,Android,5,1,Ring.jpg
34,302,2,2,1808,Ring,100,Both,1,1,Ring.jpg
19,302,2,3,1808,Bracelet,50,Android,1,1,Bracelet.jpg
49,302,3,1,1809,Implant,25,Android,3,1,Implant.jpg
190,302,3,2,1809,Ring,100,iOS,5,3,Ring.jpg
186,302,3,3,1809,Ring,50,iOS,5,3,Ring.jpg
273,302,4,1,1810,Implant,100,Android,3,5,Implant.jpg
306,302,4,2,1810,Ring,50,Android,5,5,Ring.jpg
23,302,4,3,1810,Bracelet,100,Android,1,1,Bracelet.jpg
4,302,5,1,1811,Card,25,iOS,1,1,Card.jpg
25,302,5,2,1811,Implant,25,Both,1,1,Implant.jpg
260,302,5,3,1811,Card,50,iOS,3,5,Card.jpg
266,302,6,1,1812,Ring,25,Android,3,5,Ring.jpg
118,302,6,2,1812,Ring,100,iOS,1,3,Ring.jpg
307,302,6,3,1812,Bracelet,50,Android,5,5,Bracelet.jpg
185,303,1,1,1813,Implant,50,iOS,5,3,Implant.jpg
167,303,1,2,1813,Bracelet,100,Android,3,3,Bracelet.jpg
74,303,1,3,1813,Ring,25,iOS,5,1,Ring.jpg
215,303,2,1,1814,Bracelet,100,Both,5,3,Bracelet.jpg
307,303,2,2,1814,Bracelet,50,Android,5,5,Bracelet.jpg
59,303,2,3,1814,Bracelet,100,Android,3,1,Bracelet.jpg
250,303,3,1,1815,Ring,100,Both,1,5,Ring.jpg
179,303,3,2,1815,Bracelet,100,Both,3,3,Bracelet.jpg
19,303,3,3,1815,Bracelet,50,Android,1,1,Bracelet.jpg
24,303,4,1,1816,Card,100,Android,1,1,Card.jpg
64,303,4,2,1816,Card,25,Both,3,1,Card.jpg
159,303,4,3,1816,Bracelet,25,Android,3,3,Bracelet.jpg
53,303,5,1,1817,Implant,50,Android,3,1,Implant.jpg
102,303,5,2,1817,Ring,50,Both,5,1,Ring.jpg
117,303,5,3,1817,Implant,100,iOS,1,3,Implant.jpg
32,303,6,1,1818,Card,50,Both,1,1,Card.jpg
186,303,6,2,1818,Ring,50,iOS,5,3,Ring.jpg
52,303,6,3,1818,Card,25,Android,3,1,Card.jpg
266,304,1,1,1819,Ring,25,Android,3,5,Ring.jpg
199,304,1,2,1819,Bracelet,50,Android,5,3,Bracelet.jpg
132,304,1,3,1819,Card,100,Android,1,3,Card.jpg
296,304,2,1,1820,Card,50,iOS,5,5,Card.jpg
311,304,2,2,1820,Bracelet,100,Android,5,5,Bracelet.jpg
230,304,2,3,1820,Ring,25,Android,1,5,Ring.jpg
215,304,3,1,1821,Bracelet,100,Both,5,3,Bracelet.jpg
263,304,3,2,1821,Bracelet,100,iOS,3,5,Bracelet.jpg
132,304,3,3,1821,Card,100,Android,1,3,Card.jpg
64,304,4,1,1822,Card,25,Both,3,1,Card.jpg
272,304,4,2,1822,Card,50,Android,3,5,Card.jpg
304,304,4,3,1822,Card,25,Android,5,5,Card.jpg
148,304,5,1,1823,Card,25,iOS,3,3,Card.jpg
273,304,5,2,1823,Implant,100,Android,3,5,Implant.jpg
14,304,5,3,1823,Ring,25,Android,1,1,Ring.jpg
18,304,6,1,1824,Ring,50,Android,1,1,Ring.jpg
145,304,6,2,1824,Implant,25,iOS,3,3,Implant.jpg
1,304,6,3,1824,Implant,25,iOS,1,1,Implant.jpg
283,305,1,1,1825,Bracelet,50,Both,3,5,Bracelet.jpg
204,305,1,2,1825,Card,100,Android,5,3,Card.jpg
156,305,1,3,1825,Card,100,iOS,3,3,Card.jpg
297,305,2,1,1826,Implant,100,iOS,5,5,Implant.jpg
44,305,2,2,1826,Card,50,iOS,3,1,Card.jpg
116,305,2,3,1826,Card,50,iOS,1,3,Card.jpg
208,305,3,1,1827,Card,25,Both,5,3,Card.jpg
265,305,3,2,1827,Implant,25,Android,3,5,Implant.jpg
232,305,3,3,1827,Card,25,Android,1,5,Card.jpg
45,305,4,1,1828,Implant,100,iOS,3,1,Implant.jpg
275,305,4,2,1828,Bracelet,100,Android,3,5,Bracelet.jpg
266,305,4,3,1828,Ring,25,Android,3,5,Ring.jpg
17,305,5,1,1829,Implant,50,Android,1,1,Implant.jpg
9,305,5,2,1829,Implant,100,iOS,1,1,Implant.jpg
195,305,5,3,1829,Bracelet,25,Android,5,3,Bracelet.jpg
297,305,6,1,1830,Implant,100,iOS,5,5,Implant.jpg
78,305,6,2,1830,Ring,50,iOS,5,1,Ring.jpg
282,305,6,3,1830,Ring,50,Both,3,5,Ring.jpg
12,306,1,1,1831,Card,100,iOS,1,1,Card.jpg
32,306,1,2,1831,Card,50,Both,1,1,Card.jpg
92,306,1,3,1831,Card,50,Android,5,1,Card.jpg
193,306,2,1,1832,Implant,25,Android,5,3,Implant.jpg
105,306,2,2,1832,Implant,100,Both,5,1,Implant.jpg
196,306,2,3,1832,Card,25,Android,5,3,Card.jpg
220,306,3,1,1833,Card,25,iOS,1,5,Card.jpg
129,306,3,2,1833,Implant,100,Android,1,3,Implant.jpg
118,306,3,3,1833,Ring,100,iOS,1,3,Ring.jpg
184,306,4,1,1834,Card,25,iOS,5,3,Card.jpg
196,306,4,2,1834,Card,25,Android,5,3,Card.jpg
191,306,4,3,1834,Bracelet,100,iOS,5,3,Bracelet.jpg
232,306,5,1,1835,Card,25,Android,1,5,Card.jpg
44,306,5,2,1835,Card,50,iOS,3,1,Card.jpg
98,306,5,3,1835,Ring,25,Both,5,1,Ring.jpg
319,306,6,1,1836,Bracelet,50,Both,5,5,Bracelet.jpg
212,306,6,2,1836,Card,50,Both,5,3,Card.jpg
28,306,6,3,1836,Card,25,Both,1,1,Card.jpg
198,307,1,1,1837,Ring,50,Android,5,3,Ring.jpg
179,307,1,2,1837,Bracelet,100,Both,3,3,Bracelet.jpg
34,307,1,3,1837,Ring,100,Both,1,1,Ring.jpg
98,307,2,1,1838,Ring,25,Both,5,1,Ring.jpg
85,307,2,2,1838,Implant,25,Android,5,1,Implant.jpg
40,307,2,3,1838,Card,25,iOS,3,1,Card.jpg
190,307,3,1,1839,Ring,100,iOS,5,3,Ring.jpg
175,307,3,2,1839,Bracelet,50,Both,3,3,Bracelet.jpg
203,307,3,3,1839,Bracelet,100,Android,5,3,Bracelet.jpg
317,307,4,1,1840,Implant,50,Both,5,5,Implant.jpg
156,307,4,2,1840,Card,100,iOS,3,3,Card.jpg
31,307,4,3,1840,Bracelet,50,Both,1,1,Bracelet.jpg
72,307,5,1,1841,Card,100,Both,3,1,Card.jpg
278,307,5,2,1841,Ring,25,Both,3,5,Ring.jpg
160,307,5,3,1841,Card,25,Android,3,3,Card.jpg
267,307,6,1,1842,Bracelet,25,Android,3,5,Bracelet.jpg
239,307,6,2,1842,Bracelet,100,Android,1,5,Bracelet.jpg
94,307,6,3,1842,Ring,100,Android,5,1,Ring.jpg
89,308,1,1,1843,Implant,50,Android,5,1,Implant.jpg
193,308,1,2,1843,Implant,25,Android,5,3,Implant.jpg
268,308,1,3,1843,Card,25,Android,3,5,Card.jpg
291,308,2,1,1844,Bracelet,25,iOS,5,5,Bracelet.jpg
50,308,2,2,1844,Ring,25,Android,3,1,Ring.jpg
39,308,2,3,1844,Bracelet,25,iOS,3,1,Bracelet.jpg
76,308,3,1,1845,Card,25,iOS,5,1,Card.jpg
4,308,3,2,1845,Card,25,iOS,1,1,Card.jpg
209,308,3,3,1845,Implant,50,Both,5,3,Implant.jpg
272,308,4,1,1846,Card,50,Android,3,5,Card.jpg
93,308,4,2,1846,Implant,100,Android,5,1,Implant.jpg
99,308,4,3,1846,Bracelet,25,Both,5,1,Bracelet.jpg
48,308,5,1,1847,Card,100,iOS,3,1,Card.jpg
180,308,5,2,1847,Card,100,Both,3,3,Card.jpg
271,308,5,3,1847,Bracelet,50,Android,3,5,Bracelet.jpg
76,308,6,1,1848,Card,25,iOS,5,1,Card.jpg
109,308,6,2,1848,Implant,25,iOS,1,3,Implant.jpg
24,308,6,3,1848,Card,100,Android,1,1,Card.jpg
198,309,1,1,1849,Ring,50,Android,5,3,Ring.jpg
6,309,1,2,1849,Ring,50,iOS,1,1,Ring.jpg
264,309,1,3,1849,Card,100,iOS,3,5,Card.jpg
182,309,2,1,1850,Ring,25,iOS,5,3,Ring.jpg
115,309,2,2,1850,Bracelet,50,iOS,1,3,Bracelet.jpg
324,309,2,3,1850,Card,100,Both,5,5,Card.jpg
203,309,3,1,1851,Bracelet,100,Android,5,3,Bracelet.jpg
137,309,3,2,1851,Implant,50,Both,1,3,Implant.jpg
103,309,3,3,1851,Bracelet,50,Both,5,1,Bracelet.jpg
247,309,4,1,1852,Bracelet,50,Both,1,5,Bracelet.jpg
20,309,4,2,1852,Card,50,Android,1,1,Card.jpg
86,309,4,3,1852,Ring,25,Android,5,1,Ring.jpg
121,309,5,1,1853,Implant,25,Android,1,3,Implant.jpg
231,309,5,2,1853,Bracelet,25,Android,1,5,Bracelet.jpg
254,309,5,3,1853,Ring,25,iOS,3,5,Ring.jpg
193,309,6,1,1854,Implant,25,Android,5,3,Implant.jpg
87,309,6,2,1854,Bracelet,25,Android,5,1,Bracelet.jpg
186,309,6,3,1854,Ring,50,iOS,5,3,Ring.jpg
80,310,1,1,1855,Card,50,iOS,5,1,Card.jpg
127,310,1,2,1855,Bracelet,50,Android,1,3,Bracelet.jpg
145,310,1,3,1855,Implant,25,iOS,3,3,Implant.jpg
128,310,2,1,1856,Card,50,Android,1,3,Card.jpg
26,310,2,2,1856,Ring,25,Both,1,1,Ring.jpg
51,310,2,3,1856,Bracelet,25,Android,3,1,Bracelet.jpg
156,310,3,1,1857,Card,100,iOS,3,3,Card.jpg
123,310,3,2,1857,Bracelet,25,Android,1,3,Bracelet.jpg
4,310,3,3,1857,Card,25,iOS,1,1,Card.jpg
257,310,4,1,1858,Implant,50,iOS,3,5,Implant.jpg
91,310,4,2,1858,Bracelet,50,Android,5,1,Bracelet.jpg
291,310,4,3,1858,Bracelet,25,iOS,5,5,Bracelet.jpg
318,310,5,1,1859,Ring,50,Both,5,5,Ring.jpg
122,310,5,2,1859,Ring,25,Android,1,3,Ring.jpg
229,310,5,3,1859,Implant,25,Android,1,5,Implant.jpg
30,310,6,1,1860,Ring,50,Both,1,1,Ring.jpg
12,310,6,2,1860,Card,100,iOS,1,1,Card.jpg
76,310,6,3,1860,Card,25,iOS,5,1,Card.jpg
175,311,1,1,1861,Bracelet,50,Both,3,3,Bracelet.jpg
45,311,1,2,1861,Implant,100,iOS,3,1,Implant.jpg
230,311,1,3,1861,Ring,25,Android,1,5,Ring.jpg
179,311,2,1,1862,Bracelet,100,Both,3,3,Bracelet.jpg
186,311,2,2,1862,Ring,50,iOS,5,3,Ring.jpg
47,311,2,3,1862,Bracelet,100,iOS,3,1,Bracelet.jpg
205,311,3,1,1863,Implant,25,Both,5,3,Implant.jpg
176,311,3,2,1863,Card,50,Both,3,3,Card.jpg
41,311,3,3,1863,Implant,50,iOS,3,1,Implant.jpg
241,311,4,1,1864,Implant,25,Both,1,5,Implant.jpg
159,311,4,2,1864,Bracelet,25,Android,3,3,Bracelet.jpg
273,311,4,3,1864,Implant,100,Android,3,5,Implant.jpg
138,311,5,1,1865,Ring,50,Both,1,3,Ring.jpg
24,311,5,2,1865,Card,100,Android,1,1,Card.jpg
156,311,5,3,1865,Card,100,iOS,3,3,Card.jpg
125,311,6,1,1866,Implant,50,Android,1,3,Implant.jpg
268,311,6,2,1866,Card,25,Android,3,5,Card.jpg
140,311,6,3,1866,Card,50,Both,1,3,Card.jpg
260,312,1,1,1867,Card,50,iOS,3,5,Card.jpg
158,312,1,2,1867,Ring,25,Android,3,3,Ring.jpg
91,312,1,3,1867,Bracelet,50,Android,5,1,Bracelet.jpg
119,312,2,1,1868,Bracelet,100,iOS,1,3,Bracelet.jpg
257,312,2,2,1868,Implant,50,iOS,3,5,Implant.jpg
197,312,2,3,1868,Implant,50,Android,5,3,Implant.jpg
57,312,3,1,1869,Implant,100,Android,3,1,Implant.jpg
286,312,3,2,1869,Ring,100,Both,3,5,Ring.jpg
312,312,3,3,1869,Card,100,Android,5,5,Card.jpg
17,312,4,1,1870,Implant,50,Android,1,1,Implant.jpg
296,312,4,2,1870,Card,50,iOS,5,5,Card.jpg
70,312,4,3,1870,Ring,100,Both,3,1,Ring.jpg
64,312,5,1,1871,Card,25,Both,3,1,Card.jpg
226,312,5,2,1871,Ring,100,iOS,1,5,Ring.jpg
151,312,5,3,1871,Bracelet,50,iOS,3,3,Bracelet.jpg
31,312,6,1,1872,Bracelet,50,Both,1,1,Bracelet.jpg
279,312,6,2,1872,Bracelet,25,Both,3,5,Bracelet.jpg
152,312,6,3,1872,Card,50,iOS,3,3,Card.jpg
64,313,1,1,1873,Card,25,Both,3,1,Card.jpg
83,313,1,2,1873,Bracelet,100,iOS,5,1,Bracelet.jpg
17,313,1,3,1873,Implant,50,Android,1,1,Implant.jpg
254,313,2,1,1874,Ring,25,iOS,3,5,Ring.jpg
307,313,2,2,1874,Bracelet,50,Android,5,5,Bracelet.jpg
241,313,2,3,1874,Implant,25,Both,1,5,Implant.jpg
133,313,3,1,1875,Implant,25,Both,1,3,Implant.jpg
35,313,3,2,1875,Bracelet,100,Both,1,1,Bracelet.jpg
136,313,3,3,1875,Card,25,Both,1,3,Card.jpg
88,313,4,1,1876,Card,25,Android,5,1,Card.jpg
112,313,4,2,1876,Card,25,iOS,1,3,Card.jpg
40,313,4,3,1876,Card,25,iOS,3,1,Card.jpg
37,313,5,1,1877,Implant,25,iOS,3,1,Implant.jpg
317,313,5,2,1877,Implant,50,Both,5,5,Implant.jpg
280,313,5,3,1877,Card,25,Both,3,5,Card.jpg
136,313,6,1,1878,Card,25,Both,1,3,Card.jpg
31,313,6,2,1878,Bracelet,50,Both,1,1,Bracelet.jpg
281,313,6,3,1878,Implant,50,Both,3,5,Implant.jpg
200,314,1,1,1879,Card,50,Android,5,3,Card.jpg
17,314,1,2,1879,Implant,50,Android,1,1,Implant.jpg
131,314,1,3,1879,Bracelet,100,Android,1,3,Bracelet.jpg
109,314,2,1,1880,Implant,25,iOS,1,3,Implant.jpg
12,314,2,2,1880,Card,100,iOS,1,1,Card.jpg
239,314,2,3,1880,Bracelet,100,Android,1,5,Bracelet.jpg
53,314,3,1,1881,Implant,50,Android,3,1,Implant.jpg
259,314,3,2,1881,Bracelet,50,iOS,3,5,Bracelet.jpg
65,314,3,3,1881,Implant,50,Both,3,1,Implant.jpg
129,314,4,1,1882,Implant,100,Android,1,3,Implant.jpg
171,314,4,2,1882,Bracelet,25,Both,3,3,Bracelet.jpg
165,314,4,3,1882,Implant,100,Android,3,3,Implant.jpg
46,314,5,1,1883,Ring,100,iOS,3,1,Ring.jpg
306,314,5,2,1883,Ring,50,Android,5,5,Ring.jpg
30,314,5,3,1883,Ring,50,Both,1,1,Ring.jpg
86,314,6,1,1884,Ring,25,Android,5,1,Ring.jpg
214,314,6,2,1884,Ring,100,Both,5,3,Ring.jpg
89,314,6,3,1884,Implant,50,Android,5,1,Implant.jpg
239,315,1,1,1885,Bracelet,100,Android,1,5,Bracelet.jpg
56,315,1,2,1885,Card,50,Android,3,1,Card.jpg
188,315,1,3,1885,Card,50,iOS,5,3,Card.jpg
56,315,2,1,1886,Card,50,Android,3,1,Card.jpg
